hexsha,patch,summary,author
58e34e6cb149,https://github.com/redis/redis/commit/58e34e6cb149,Fixed memory leak in hash loading.,antirez
cd8bdea31bdd,https://github.com/redis/redis/commit/cd8bdea31bdd,lpush arguments vector rewrite modified for more speed and to memory leak removal.,antirez
59132e42125c,https://github.com/redis/redis/commit/59132e42125c,fix redis-benchmark memory leak,Premysl Hruby
06b3dced9937,https://github.com/redis/redis/commit/06b3dced9937,asyncCloseClientOnOutputBufferLimitReached() now ignores clients with REDIS_CLOSE_ASAP flag already set. Return value of the function changed from int to void since it is not used. Fixed logging of the client scheduled to be closed.,antirez
0a466a754226,https://github.com/redis/redis/commit/0a466a754226,"Fixed memleak in CLIENT INFO, added simple test that will work as regression test on mac os x and in the CI when running over valgrind. This fixes issue #256",antirez
18d0ef4bf010,https://github.com/redis/redis/commit/18d0ef4bf010,ae.c: solved a memory leak with no practical effects (since the event,antirez
fb293ccbddb4,https://github.com/redis/redis/commit/fb293ccbddb4,"Fixed a theoretical memory leak with no practical effects in ae_kqueue.c and ae_epoll.c, thanks to magicyang87 for reporting it.",antirez
db6a2e7f78f9,https://github.com/redis/redis/commit/db6a2e7f78f9,Fixed a memory leak in redis-cli.c,antirez
046f70f758a2,https://github.com/redis/redis/commit/046f70f758a2,Fixed a small memory leak I found with valgrind,smly
f797c7dc176c,https://github.com/redis/redis/commit/f797c7dc176c,bad data on RESTORE can no longer crash the server but create a memory leak with some input string,antirez
5b94b8ac5d10,https://github.com/redis/redis/commit/5b94b8ac5d10,fixed memory leak introduced with the previous commit. Many thanks to Pieter Noordhuis for spotting it in no time,antirez
33753a732a49,https://github.com/redis/redis/commit/33753a732a49,Minor memory leak in redis-cli (issue #464),Pieter Noordhuis
0b537972f48a,https://github.com/redis/redis/commit/0b537972f48a,Fixed return value of GETRANGE / SUBSTR,antirez
4aec2ec8c422,https://github.com/redis/redis/commit/4aec2ec8c422,AOF file descriptor leak fixed,antirez
09d2abdca2a4,https://github.com/redis/redis/commit/09d2abdca2a4,check return value of getcwd(),antirez
bad7d097e95e,https://github.com/redis/redis/commit/bad7d097e95e,fixed a memory leak in the new Set code,antirez
87c74dfaa81d,https://github.com/redis/redis/commit/87c74dfaa81d,Check if stroll return value was clamped,Pieter Noordhuis
c25a5d3b1062,https://github.com/redis/redis/commit/c25a5d3b1062,memory leak removed from expire propagation code,antirez
daf2049d0d62,https://github.com/redis/redis/commit/daf2049d0d62,fixed error code checking for *write operations and return value in AOF rewriting function,antirez
cd627d4e7892,https://github.com/redis/redis/commit/cd627d4e7892,fixed two leaks for the dual encoded lists,Pieter Noordhuis
4c8f23700b29,https://github.com/redis/redis/commit/4c8f23700b29,memory leak introduced in the latest big changes fixed,antirez
10dea8dc1b65,https://github.com/redis/redis/commit/10dea8dc1b65,fix memory leak on 32-bit builds,Pieter Noordhuis
9a22de8270fb,https://github.com/redis/redis/commit/9a22de8270fb,Fixed a tiny memory leak when loading the configuration file.,Alex McHale
53476b82a1db,https://github.com/redis/redis/commit/53476b82a1db,removed unnecessary refcount increase that caused the HINCRBY memleak,Pieter Noordhuis
2069d06a0bb8,https://github.com/redis/redis/commit/2069d06a0bb8,"Fixed a bug in HSET, a memory leak, and a theoretical bug in dict.c",antirez
6d4fb107b24c,https://github.com/redis/redis/commit/6d4fb107b24c,Solved a memory leak with Hashes,antirez
fefed5979816,https://github.com/redis/redis/commit/fefed5979816,fixed a minor memory leak in configuration file parsing,antirez
ed5a857a6dc0,https://github.com/redis/redis/commit/ed5a857a6dc0,Fixed a SORT memory leak that should never happen in practice,antirez
91d71bfc796c,https://github.com/redis/redis/commit/91d71bfc796c,ZINCRBY return value fixed,antirez
060f6be6bf29,https://github.com/redis/redis/commit/060f6be6bf29,Fixed issue 92 in redis: redis-cli (nil) return value lacks CR/LF,antirez
ad807e6fa3ce,https://github.com/redis/redis/commit/ad807e6fa3ce,"another leak fixed. Can't find more for now, but still a bug in ZSETs to fix",antirez
599379dddaed,https://github.com/redis/redis/commit/599379dddaed,"ZSETs memory leak #1 solved, another one missing",antirez
0aad7a1938c0,https://github.com/redis/redis/commit/0aad7a1938c0,zrange now starts to work. zadd still does not support update and will crash or leak or b000mmmmm,antirez
